x1,x2,x3,x4
6.714015740043484115e-01,4.945543651151201869e-01,-1.768545878247329561e-01,-3.816211112265602168e+00
-3.999292049238956093e-02,4.831252672492541977e-01,1.255421521969132925e+00,-4.835115887727292616e+00
-2.066491908075339889e+00,3.462668033984586669e-01,-8.651070622729064574e-01,-4.716231052124621570e+00
-2.314646539966170202e+00,1.588100952327902604e+00,5.101509271502346898e-01,-3.746573741622826414e+00
-1.177804104110296235e+00,-1.201529569348808169e+00,3.461349028129928840e+00,-2.411153310085540458e+00
8.500568655475909674e-02,9.387457631615647724e-02,1.531365778645659592e+00,-4.674166051751501350e+00
1.039546979034707386e+00,-1.174479736886860026e+00,4.209920257352249839e-01,-4.835162445241866891e+00
2.269467001485566904e+00,-3.191826086730420453e-01,7.897182250796876968e-01,-4.187944958616379054e+00
1.858560525367963789e+00,-5.589714664469203065e-01,-2.128222516454630675e+00,-4.301701241192824376e+00
1.011142063169394145e+00,1.019165774804575708e+00,-1.599668557975489236e+00,-1.906434246494410401e+00
1.224883859132311903e+00,-1.299802682678490084e+00,1.962461294649057164e-01,-4.528006006641082104e-01
1.242933953270406899e+00,1.804885624588222770e-01,-1.053506083040559371e+00,-1.429421073911339768e+00
-5.362027167245855264e-01,-6.958182130370602625e-01,-8.271716335215356652e-01,-2.206071378917656478e+00
-3.190586522217511156e+00,-1.346522165482120892e+00,-2.640417661978485597e+00,-2.291397002908711400e+00
-4.429652710309747832e+00,-1.107537090308782446e+00,-4.690023559033046352e-01,-5.205170354479018435e-01
-3.922025175249825413e+00,-4.352756030049890201e-01,9.485638408541506861e-01,-1.159135612241551261e+00
-7.421347473679958950e-01,9.998656669393135576e-01,1.003097427369726846e+00,-9.462724762748593310e-01
2.715542339955286710e+00,-1.259136289043739421e+00,1.341954634725038842e+00,-7.113568407842060237e-01
3.308304825009276584e+00,-7.377246809919779658e-02,-3.827749833890779385e+00,-5.140244232616481002e-01
3.796238133456509622e+00,-1.642316885200581611e+00,-4.479091820703884785e+00,-2.714023746866685016e-01
2.148582614207062758e+00,1.781580942035449144e+00,-4.228016915247713392e+00,1.765291003627257549e+00
-1.562159029823651180e+00,-1.949016355026482294e+00,-2.413755388349360764e+00,2.633958228659539991e+00
-3.894777455292226520e+00,3.811311184278068920e-01,2.222382146823386195e-01,2.418997225483210833e+00
-4.014747069361633613e+00,1.465424598549285307e-01,1.015282312390306529e+00,9.077708494001455186e-01
-1.926083604586914966e+00,-1.160213143828234150e+00,1.851630399480050482e+00,9.879111447745683172e-01
1.160364073827315323e+00,1.723628206390972473e+00,1.007475608760108887e+00,1.216401880123581858e+00
4.277004242109888388e+00,-6.008999689180722914e-01,8.837341665935598556e-01,-4.352620216499298866e-01
4.503143198318375617e+00,-2.955394774687301052e-01,-1.675712476188662814e+00,1.867947109410237339e-01
2.754204132600577726e+00,-9.685044117369971950e-01,-3.290240888126603647e+00,1.388885366043465464e+00
-5.588651375272555288e-01,-2.260515497367435511e+00,-4.048548388683768096e+00,3.348962017822314063e+00
-3.253035067645853484e+00,-1.568344872157560355e+00,-3.582945573320156285e+00,4.471015763169591040e+00
-4.440117764485405516e+00,-9.260259402475536916e-01,8.802319959466197163e-01,4.871609844472656548e+00
-4.965308334187891859e+00,-1.973902889547359152e+00,3.096972553819142160e+00,4.024527632451227355e+00
-3.987438819431202486e+00,6.445449880538651755e-01,3.097185438238105881e+00,2.380739675800002342e+00
-1.904674907404347195e+00,-1.252703338227553864e+00,4.274595800011314672e+00,1.243235334045218687e+00
1.918752446959739899e+00,4.746339406061046429e-01,1.664771437385914821e+00,2.123647305604511315e-01
4.162830162949782142e+00,-1.435024841403699680e+00,-1.898191293112246048e-01,-1.470476614729212983e+00
2.108683043034838889e+00,-4.556849799558160274e-01,-3.417005424718110973e+00,-1.777598926672516289e+00
-8.459371019145164317e-01,4.916406302405077478e-01,-3.105930768224300476e+00,-6.539009442790199023e-01
-2.358877671551000255e+00,-5.861947734505893459e-01,-3.845389963069650308e-01,3.077073362574115345e-01
-3.390163589336690819e+00,1.799215326732896747e+00,9.331203896454705049e-01,1.271103148220492418e+00
-3.069932093613978452e+00,-6.154170266684780843e-01,1.461919308567242393e+00,1.462942197231207553e+00
-1.794038562190411135e+00,-2.201467595585283599e-01,5.544107387106533835e-02,2.136006722526447632e+00
-1.021723320777787825e+00,9.450515943694326459e-01,2.011807648165837570e+00,2.696571534399055281e+00
-4.736833527196734339e-01,-6.392716191698910588e-01,2.836228126889693169e+00,5.821193672712681177e-01
-3.691070962555481616e-01,1.361717651235633042e+00,2.907796891661009742e-01,-8.802633746208432530e-01
1.469755558203352797e+00,-2.352922572250448763e-02,2.237643601838436691e+00,4.220275423656468794e-01
1.851879586280253065e+00,6.669636382087108517e-01,8.294838481686322984e-01,5.980316280775483939e-01
2.573751530071001881e+00,5.837714160757885296e-01,5.497707249542949093e-01,1.737405671917587213e+00
1.932919347538130994e+00,-1.615627972816632285e+00,-1.515708037401106489e+00,1.183900938766897948e+00
1.414635051273454236e+00,9.115676782148836033e-01,-2.768058121814582329e+00,3.487164135419471567e-01
1.575439622198640643e+00,-1.934153252340797824e+00,-1.112551711205499227e+00,2.199757649097336731e+00
5.094308411033550144e-01,9.502881614598341908e-01,-3.196123350436979926e+00,2.833569656241370804e+00
-1.167866766234119114e-01,-3.246202838830627435e+00,-1.202578566997333009e+00,3.373414040177677542e+00
-5.909257174796705980e-01,-9.872692198831546362e-01,-2.227569283865595828e+00,2.994103943732439710e+00
-1.982021344249977335e-01,-1.515286511338281406e+00,-5.229576440979903929e-01,4.768086707639478838e+00
7.862259619441620551e-01,-1.656056243020135765e+00,5.858989030482409932e-01,5.099687639745416057e+00
2.279370564208513361e+00,-2.099703808908922387e+00,2.557240833427774085e-01,5.130281351000498091e+00
5.305010888903682886e-01,-9.775497781255879648e-01,-1.800064744854024346e+00,5.303683780414815807e+00
-9.563791611086378541e-01,-1.603077751539129681e+00,-1.106791950486240239e+00,4.686961332244557354e+00
-1.236761471750058572e+00,1.813192831272962380e+00,-7.144690193062692707e-01,4.454858680930942505e+00
-1.046591079297232163e+00,-1.030065112909529734e+00,1.935002240843312293e+00,4.015202323047796895e+00
-1.747195410830137297e+00,1.722520944068855808e+00,2.999752351339988188e+00,3.736291868276485850e+00
-2.498767805148513155e+00,-1.312826287576081552e-01,2.433926038764041788e+00,2.641379251453046972e+00
-1.986676574392393091e+00,1.090550650515365039e-01,2.825081865510108869e+00,2.235621824277546743e+00
-8.758292019584230648e-01,-9.004129403769056683e-01,1.018039717181542514e+00,1.219066612091590063e+00
6.426626863293353198e-01,1.425788784248513075e+00,1.883411763091711322e+00,5.828927599919888625e-01
2.143858344255006099e+00,-1.049537061778938796e+00,2.099211999105686566e+00,2.831044388717834925e-01
2.784395406410365759e+00,7.629692922239453834e-01,-2.445384844336133678e+00,-3.581671533442489785e-01
2.500363365323779785e+00,-2.196799363888823464e+00,-1.646219036415184300e+00,3.965768860721856637e-01
1.989400930254703770e+00,-2.210477322535291944e-01,-2.592720630604906873e+00,-1.218140358056788441e-01
2.171649612758019265e-01,-2.485422208917571929e+00,-3.429127056992759659e+00,1.678226940001977807e+00
-1.724012830246885342e+00,-5.838860820512367100e-01,-1.739069896057992004e+00,2.913918161566013243e+00
-1.377252228950243351e+00,-1.535849035260060003e+00,-1.943814258755039326e+00,2.731724601945734410e+00
-6.511103140269792755e-01,-8.451737365403471092e-01,-3.712256955046215334e-01,3.545266997788733221e+00
-3.254109548689155806e-01,-1.723108401150660551e+00,-1.076047637741764484e+00,2.879932877557084048e+00
-9.945172972937259548e-01,1.957672917512244037e+00,-1.886568824111757747e+00,3.886244117627366990e+00
-7.573287230591574382e-01,-3.993111560682517380e-01,2.272489866291905525e+00,3.224162900609759852e+00
-7.724484835072670252e-01,8.493601166873107067e-01,3.624157477289573492e-01,2.811277863072727090e+00
-1.226972350448923166e+00,-2.739256389501971145e-01,1.264516083769719579e+00,2.741415100934372351e+00
-2.844899661810712299e+00,9.358402623633605977e-01,4.557185707568781607e-01,2.634571186531951437e+00
-1.356288810072336704e+00,-8.869976876349092709e-01,1.894410960363877017e+00,4.032300543247552937e+00
3.374910840147271607e-01,4.412694375253382595e-01,4.018120872092161733e+00,4.646415827712356617e+00
2.093640136246964545e+00,-1.489815068409983123e+00,9.902096972254446072e-01,1.570502088699081700e+00
1.616843572176014376e+00,6.905361088483574772e-01,-1.125793263342593553e+00,1.562242660613855971e+00
8.741803436792037196e-01,-6.322418001433245394e-01,7.110120553167355029e-01,4.431841889079901620e-01
4.734444525585161934e-01,-1.861573733456856061e-03,-9.100807934432414426e-01,-8.730751981229770697e-01
1.610173255370954681e+00,4.469933823752419988e-01,-1.952424230948145878e+00,-2.078464575275762005e+00
8.396274533641246984e-01,-2.758343486291598042e-03,3.600302372441450682e-01,-1.422478978229910762e-01
-1.481653149938439329e+00,1.352941786948548497e+00,1.780399325273784306e-01,-1.212754496738001286e+00
-3.370487189377586734e+00,-2.060240657970449918e-01,2.526708941017532961e+00,-1.075188888565924206e+00
-1.911246296324712546e+00,1.070902041785529946e+00,2.887133636147696691e+00,-4.106687366931853767e-01
-6.587199477962648597e-01,1.081313366016147665e-01,2.786199190523583447e+00,2.230077054001675663e-01
-4.755667075891141238e-01,-3.840686818373967304e-01,1.944380336814544474e+00,-1.758975805502767109e+00
-1.610501660230228005e-01,2.216219826998697406e-01,8.843683051569348752e-01,-1.638202302753534401e+00
-1.217052876100892966e+00,-2.454723367975267245e-02,3.902107199560289064e-01,-3.373459612323654877e+00
-2.535711759686982258e+00,-6.626483428606338988e-01,-4.472468783138926485e-01,-4.361546028467159886e+00
-2.876570157715013121e+00,-2.099012669996670688e+00,1.134796955166119670e-01,-3.420100392453826466e+00
-1.788562995816739054e+00,-1.833004653886899371e+00,1.641949961983393713e+00,-3.095515465122562926e+00
1.361532432735087506e+00,-7.832929183687966646e-01,8.005822216305440442e-01,-2.953061510373701459e+00
3.671210540544973533e+00,4.011054004009079188e-01,-6.515631693882053543e-01,-4.581924407598794602e+00
2.752353044080036337e+00,-9.588938451740038893e-01,-2.515219417875152352e+00,-4.953112704797212551e+00
5.524189700208304021e-01,-8.985611131852950795e-01,-2.914877423728039041e+00,-3.527972147796950786e+00
-1.453796902167056260e+00,1.181369211218628035e-01,-1.291356665566629092e+00,-1.328087561732358868e+00
-1.638298230454889648e+00,-2.261133426123942414e+00,1.186206361580489643e+00,-1.254265779214942977e+00
-1.270850467156549923e+00,-1.338188177681949753e+00,1.079345723033908300e+00,-2.343015130819647851e+00
-4.407511660327341207e-01,-2.720030328089530158e+00,-1.254816612033762269e+00,-1.902631971521224541e+00
1.116173868786043410e+00,-4.039212821291380817e-01,-3.437459349010347776e-01,-1.474498894231110357e+00
3.388792811648747350e+00,-1.296950284076750393e+00,-6.272745958909698993e-01,1.128643990767590033e+00
6.024888566548593616e+00,-4.076416463588352634e-01,-1.696674862625533686e+00,1.197819020885367847e+00
4.591447695003690654e+00,-9.868229338742213752e-01,-2.913175693152695978e+00,1.903614944817473065e+00
1.185759505406616787e+00,6.033234098493865938e-01,-4.420639896274803249e+00,1.588028058962736022e+00
-4.196818211632407980e+00,4.830019025842977598e-01,-2.123897437631201424e+00,4.584116038560377859e+00
-6.100376855302377166e+00,2.005064995279990381e-01,7.412088145001886064e-01,5.699450086114235425e+00
-3.867434942295750133e+00,-2.013763310985233757e-02,4.022905711369196169e+00,4.227626819653375279e+00
8.858979850597551442e-01,2.020114856555872418e-01,4.932384640760868244e+00,2.125553472160552015e+00
4.620203788582057491e+00,1.722078538249658120e-01,7.104889371240991069e-01,-5.761584183729171471e-01
3.831524805162170644e+00,-1.820907016672823620e-02,-2.382071373246347878e+00,-1.609305783417755098e+00
3.232844592645848225e-01,-5.196823770003402565e-01,-3.995277910281538336e+00,-2.471047311955313575e+00
-3.442391759022406017e+00,-1.917325986205987154e-01,-2.170173552149208707e+00,-1.304596969920051253e+00
-4.533863904194677552e+00,-6.941515832479132619e-01,4.032961286998043571e-01,-2.132400409798259844e+00
-2.918807445639842957e+00,6.133804652363555876e-01,2.616646277999240766e+00,-2.955199477074990533e+00
1.289873399840206547e+00,-5.954082552230265390e-01,3.176903160831319184e+00,-5.938698859594746970e+00
3.603218282016877883e+00,1.181602139905896465e+00,7.969598571660181374e-01,-7.516764936987073042e+00
2.650243182413203336e+00,-1.417410114169832758e+00,-2.548504878430336795e+00,-9.438143212094555423e+00
1.944164113286164230e+00,-1.151469593437683958e+00,-3.768672966574079020e+00,-6.627221681256245667e+00
-7.819062527924274253e-01,-5.990415923191481085e-01,-3.543054741047264145e+00,-4.975676079753614367e+00
-3.362860471805423135e+00,-4.876744017273678677e-01,-2.706048509988283612e+00,-3.365866140966196074e+00
-5.258282275630079994e+00,-1.214691648754929965e+00,1.814714323469565516e+00,-2.962534495301375248e+00
-1.584041391657574849e+00,-4.996267156511206009e-01,9.481744683036426036e-01,-1.769569637272627727e+00
2.210586378639646465e+00,-9.386745857134674020e-01,-1.101019344286280344e+00,-2.072489795120905143e+00
6.499574105292969861e+00,-5.043008500407413219e-01,-2.605118127837823927e+00,-1.682182849419770365e+00
7.611586814357854003e+00,7.333868775276601859e-01,-4.754203410977678068e+00,-1.791825023607231726e+00
5.147301822986157127e+00,-7.523806847476258719e-01,-4.339073258282857282e+00,-1.230869987662269516e+00
-1.533315279477248883e+00,1.374524455237629450e+00,-2.012583383128968784e+00,5.915964494269623231e-01
-7.268331176128920212e+00,-3.235806513801275375e-01,2.479693875405664105e-02,1.726154345950670077e+00
-9.674589914879001995e+00,2.476675910169136685e+00,2.771049837999556509e+00,8.902174014373904765e-01
-6.332578879843006270e+00,1.653399434239082977e+00,8.340645984861641438e+00,-4.208159112320215001e-01
1.405139921093839117e+00,-4.690068503356836782e-01,7.011468545611374559e+00,-3.460912050764409109e+00
8.135683766858191390e+00,1.761160979359191137e+00,6.559220937552412423e-01,-5.280859360013665516e+00
8.004825293482422666e+00,-1.707899543885254889e+00,-4.346650461360097140e+00,-5.844003820747680322e+00
4.511772589204500861e+00,1.518947275986971990e+00,-5.712863311390415255e+00,-4.667195324917173593e+00
-8.190998409462737495e-01,-1.479869314513931000e+00,-1.359785332027484639e+00,-4.083416872675147857e+00
-4.427050690573984149e+00,8.469212320452820242e-01,1.439801807149890811e-01,-3.791495139586041674e+00
-4.382160886747939799e+00,-9.543007550576310116e-01,2.036248344796784071e+00,-4.422269421906769082e+00
-4.113876708774179214e+00,2.484492374996918329e+00,2.298620550975971177e+00,-5.648767822529991101e+00
-1.622640071622249325e+00,-2.123272749208224397e+00,4.462140697080068108e+00,-5.950963971259213281e+00
9.977536377699620651e-01,1.931004883643563597e+00,2.811066499640425320e+00,-8.967814047276192468e+00
1.351556971358074399e+00,-1.136298171997691897e+00,1.891595164089405312e+00,-1.115351969609827343e+01
1.046150103687142563e+00,2.427873777500909602e-01,-3.663088464324159577e-01,-1.038136241651231195e+01
6.290774278572056621e-01,-9.256682804533572506e-01,-1.206869015386066613e+00,-1.041225797644842288e+01
2.231923614276625778e-01,1.098143772234587923e+00,-1.766731403701794267e+00,-9.199903230707720425e+00
1.210872908729493380e+00,-1.210779229468449403e-01,-5.797504435989447868e-02,-7.177551882813494544e+00
-6.746570565372023154e-02,2.675066416991013774e-01,-9.989681265974023061e-01,-7.421499824357883135e+00
-2.103271215127100469e-02,-4.272226756060091279e-01,3.689238777564992078e-01,-6.559933318123060353e+00
-1.258634620380966851e+00,5.793592046706474985e-01,-1.764925229499758830e+00,-7.428125833513274046e+00
4.223584851803945384e-01,2.190589008377348823e-01,2.150181576227812585e-01,-7.244208298772228716e+00
1.792579291146473075e+00,-5.164319897540813331e-01,-2.371777575828731166e+00,-8.587731964954707919e+00
3.888138532056795160e-01,-5.269684838769373991e-01,-1.811208156466666885e+00,-8.045393383094019413e+00
1.797801024128728997e-01,-1.016224867528177311e+00,-1.516694675085583643e+00,-7.659397625898385797e+00
-1.731142085167234779e+00,1.459081589030817083e+00,-1.248403315717154571e+00,-6.722967927560638657e+00
-1.999435275964311476e+00,-9.869329225550473872e-01,2.102516823147794867e+00,-6.210485410350949032e+00
-7.954663979021526776e-01,-5.245427087765516250e-01,2.554838001402641723e+00,-8.259563211688156770e+00
1.062087510359073894e+00,9.542445159138848165e-01,3.312297545570296542e+00,-6.529316715776115387e+00
1.153605612397903268e+00,-1.005993139306878392e+00,8.156779501120436926e-01,-8.355509383603759943e+00
-1.673835867905644204e-01,1.215347116578162856e+00,-4.827515730658055171e-01,-8.085266830790413195e+00
-1.465138894815556370e+00,-1.642978777956207281e+00,1.332961288249922660e+00,-7.510397178921381034e+00
-1.585345498888719451e+00,1.810212067122951574e+00,1.274035611908437726e+00,-7.417510164844305365e+00
-4.522186122950001552e-01,-1.933239925070137089e+00,4.648059961548440810e+00,-8.971355388810010822e+00
-9.052595430669059251e-01,5.721438271675756138e-01,2.403142963493748674e+00,-1.072823771961526162e+01
4.583406293866698622e-02,-1.488615406906065752e+00,2.535651322423941423e+00,-1.036823261243491601e+01
-5.358304828544000475e-01,2.311648822654035040e+00,2.500058142997022559e-01,-1.074250632064010347e+01
-1.918708530487927000e-01,6.149635276405699402e-01,1.475459801447219998e+00,-9.206633584836392714e+00
1.586585090258829434e+00,7.247598978849771889e-01,2.206511001595456101e+00,-8.557789226713577335e+00
1.340904177588326363e+00,8.886031842770187872e-01,4.210890850684591014e-01,-8.899266878944693815e+00
8.515335943351394210e-01,1.516821112845478048e+00,1.597077378502398948e-01,-8.206865747102602526e+00
9.509323059736387584e-01,4.613855061540818037e-01,1.420643737414008401e+00,-6.364884333923839677e+00
6.291429539271600202e-01,-1.984808386090749499e-01,3.020173397738490806e+00,-6.911147193482185536e+00
-8.562924991331596347e-01,-2.405315723267328898e-01,3.101983281526630720e-01,-7.569961370310859472e+00
-1.249097937990591545e+00,6.821052882341360757e-01,3.016623259248931266e+00,-7.299505625494429495e+00
3.395813172862528484e-01,1.751802192635172617e-01,1.074179552351934852e+00,-9.032733020653715528e+00
9.653807447415463372e-01,4.263315723281609904e-01,6.547150859520116661e-01,-9.326828439168524554e+00
1.083094737520768680e+00,-5.173665766423045653e-01,-1.868081583411529190e+00,-6.932094846491821727e+00
6.210693958406521276e-02,1.162180827513716430e+00,-4.122514204378442404e-01,-5.850080692116836012e+00
-1.196699421328590418e+00,8.613487132521222556e-01,1.984122034866456774e+00,-7.018381491362353231e+00
-1.205467657477700572e+00,7.483084976067910787e-01,2.212351268788546932e+00,-7.776072178019869163e+00
-1.398489738062656196e+00,1.062200346456249611e-01,8.556822090780672463e-01,-8.236087043433304444e+00
1.157165033141700494e-01,1.797653972023570690e+00,1.549408124967052824e+00,-9.408223994327855166e+00
7.256305712049687662e-01,-7.032655689114984954e-01,1.236269128396779049e+00,-7.481742526728938358e+00
1.204575138434973436e+00,2.084150864117800594e+00,1.504210334107751068e+00,-8.559933138138299924e+00
8.975181747129918897e-01,4.547401939448043051e-01,7.267855059615278002e-01,-7.695061910479383371e+00
4.345512747854310964e-01,-4.914767734545024691e-01,1.191420126448271000e-01,-6.292971771146117277e+00
-1.558951606197602535e+00,9.985897975716454544e-01,5.578737952200522043e-01,-3.831032821983993752e+00
-2.097858690603646714e+00,1.953689054263063052e-01,2.251244247515555408e+00,-2.590083795311335813e+00
-3.477000088763707808e+00,8.608157010215626848e-01,1.711351701699755257e+00,-3.697691620537320034e+00
-3.950829540137901663e+00,7.942236855837349063e-01,2.776838947232374011e+00,-2.840988790471235426e+00
-1.723884106352598256e+00,1.519852452730331649e+00,4.207090329584460164e+00,-2.978175740745122368e+00
5.568664928748905396e-01,-3.017894598317361621e-01,4.717157485973890729e-01,-4.328887089063231386e+00
2.591771850170073499e+00,3.104605727180019592e+00,2.852245864308689538e-01,-4.599917056563805673e+00
3.557344870065615616e+00,1.409018592870579623e+00,8.210977042225162670e-01,-3.757100457616688427e+00
3.766114168225602743e+00,2.249226058661569105e+00,-1.027319807746746250e+00,-5.163566420680695046e+00
1.841051696306155616e+00,-5.110811984749908943e-01,-2.762431259012720020e+00,-3.673440741282088862e+00
-1.933083664401920698e+00,1.644569132867973238e+00,-2.801469673118382797e+00,-3.104255574551226804e+00
-3.569061685343174251e+00,-1.388494948333830248e+00,3.324888637798317781e-01,-2.805934733116939306e+00
-2.507561209484424403e+00,7.431362083416267472e-01,4.358778111725160054e-01,-3.338505128629930763e+00
-2.761455445931032537e-01,-2.248536967313325974e+00,6.566216624857572626e-01,-1.417150651716477361e+00
3.310055140965465270e+00,-9.234802050475556801e-01,-1.262380275179447064e+00,-2.164148702646696343e+00
3.997989317295204348e+00,-8.216812175558232401e-01,-3.424494652226427238e+00,-1.498967021841161262e+00
3.332857253796317476e+00,-5.135898865496772991e-01,-3.550689849523386510e+00,-1.750954833845517644e+00
1.211596005662485709e+00,-8.876704951914760056e-01,-2.259179997822176489e+00,1.211351134663807283e-01
-3.065521500913541253e+00,1.283521394402599158e+00,-1.694758078987394612e+00,5.560395596627015768e-01
-3.991770880209544625e+00,-7.201227584252195557e-02,1.485636347599863960e+00,1.759382610684004256e+00
-3.244452970303018713e+00,1.128648237721943115e+00,3.604154079524307441e+00,4.433240470424113511e-01
-1.168964320074036722e+00,6.873423864989208765e-02,2.429383189886520356e+00,-3.499073203998892545e-03
1.125916777796728052e+00,4.609680383520218805e-01,1.845902978912377090e+00,-3.260703122921712049e-01
2.197421988852843455e+00,1.059134230806509924e-01,7.267334682349910757e-01,-6.241297763469421112e-01
2.503675275094966679e+00,2.268518725577861606e+00,4.786421791168713469e-01,9.039995729890655252e-01
1.685598467229791897e+00,-7.368803613401628261e-03,-7.246487095692069613e-02,1.707524429976499780e+00
1.213335015664020133e+00,8.073425721016458390e-02,4.259535102590542577e-01,1.194984763689649121e+00
9.765863917024903973e-01,-1.740280279053644019e+00,-7.615183255732218548e-01,5.761119513944088499e-01
8.499579929491607455e-02,-8.702798435600839211e-01,-2.535945463905593833e+00,4.966967681631806464e-01
-1.087798699864473084e+00,-1.216139129487376902e+00,-5.966451525774925102e-01,1.157456576865584452e+00
-6.417356729042996699e-01,-7.842361156535609945e-02,-1.011113517166443154e+00,3.618013907726101985e-01
-2.881400551812765554e-02,-4.889229705056883368e-01,2.485917945886952085e-02,-1.965847418702777460e-01
6.503105587973702084e-01,2.229427088356757819e-02,1.682021572262367481e+00,-1.823576583808254492e+00
-8.343371214191624974e-01,8.657952290796981920e-01,7.262671622849421471e-01,-3.060866859977629417e+00
-1.110665859168711966e+00,1.051897964644351591e+00,8.604671668289555209e-01,-3.781705929976459934e+00
1.963906458378569253e-01,2.263211350194167526e-01,1.930978351415975958e+00,-3.640725038051755291e+00
1.157557371203339569e+00,1.641317546374885694e+00,1.304385137072882284e+00,-4.132537147454327098e+00
2.483542430860210537e+00,6.050419525285346406e-02,6.414471598389063223e-01,-3.999438130371966160e+00
2.246070802161578950e+00,8.331668105277797443e-01,-1.214810644468327760e+00,-2.816929244112360564e+00
1.689988612589682138e+00,4.498280743950060917e-02,-7.994717723113531349e-01,-3.446946086291635680e+00
3.002328453574333866e-01,7.466307410016864710e-01,-1.109835041019902269e+00,-4.161636592428871850e+00
6.498653573384260973e-01,-3.853219628017799936e-01,5.240440041397689264e-01,-3.393106504831537418e+00
5.439495799755940109e-01,-1.979238155935491683e+00,-1.043846101704318574e+00,-2.911192882245174918e+00
7.771802601511696995e-01,1.429389425059186314e+00,-2.158999949008137520e+00,-2.591057946222518726e+00
1.532345011227069786e+00,-3.655972142051089335e-01,-1.204350446221515991e+00,-2.844693961924557257e+00
1.018247722904383590e+00,4.420679727601469766e-01,-3.856769766869201366e-01,-4.393448876435217532e-01
1.103869778042359640e+00,-1.144101876158177600e+00,-4.625077202422654965e-01,-1.462370981525501046e+00
1.756684149171049203e+00,-4.499766633147959660e-01,-1.457644339256964239e+00,-2.611979083862202344e+00
9.431116677534781001e-01,-2.395650559682276359e+00,-1.883995212312224776e+00,-4.114267739248631983e+00
5.942842317791100504e-01,-5.448252144416392273e-01,-3.163446791859806595e+00,-1.328058278714065121e+00
-2.972751950435544188e+00,-2.485597064752460561e+00,-9.591797777105638412e-01,-4.201965195339567305e-02
-6.172475292911642875e+00,-4.180297275475932661e-01,-8.509414851911991651e-01,-4.109287697431269204e-01
-7.760854736953396227e+00,2.112726586203872436e-01,4.645428639398322623e+00,-1.157444041067031970e-01
-4.480895328541850020e+00,-1.652586635906708512e+00,5.261133445768000350e+00,-1.340516130637061432e+00
2.619928666547586271e+00,4.548351902278500170e-01,3.204476433456111995e+00,-2.976770313416936986e+00
4.516746684124527178e+00,-1.945828431337000453e+00,8.065723593735804609e-02,-3.492962529252800596e+00
2.013859279506961641e+00,6.941294825428940829e-01,-1.349270874631916861e+00,-2.193426768344388211e+00
